	ID	Taxa	Kingdom	Seq_Length	Site	Group
2904	Q8BG07	Mus musculus	Metazoa	503	True	3
2905	Q9SAH8	Arabidopsis thaliana	Viridiplantae	532	True	3
2906	Q6I9Y2	Homo sapiens	Metazoa	204	False	3
2907	Q9SJX7	Arabidopsis thaliana	Viridiplantae	433	False	3
2908	P82413	Spinacia oleracea	Viridiplantae	233	False	3
2909	O82245	Arabidopsis thaliana	Viridiplantae	196	True	3
2910	P53899	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	274	False	3
2911	O14216	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	337	False	3
2912	Q9Y6D6	Homo sapiens	Metazoa	1849	False	3
2913	Q21776	Caenorhabditis elegans	Metazoa	987	False	3
2914	Q9BRJ2	Homo sapiens	Metazoa	306	False	3
2915	Q10426	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1040	False	3
2916	Q9VH70	Drosophila melanogaster	Metazoa	814	False	3
2917	Q8SWX0	Drosophila melanogaster	Metazoa	167	False	3
2918	P53352	Gallus gallus	Metazoa	877	False	3
2919	Q9V6L9	Drosophila melanogaster	Metazoa	255	False	3
2920	O88735	Mus musculus	Metazoa	730	False	3
2921	Q7XB51	Physcomitrium patens	Viridiplantae	967	True	3
2922	P53886	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1748	False	3
2923	Q9S7G6	Arabidopsis thaliana	Viridiplantae	991	False	3
2924	Q8RWV8	Arabidopsis thaliana	Viridiplantae	442	False	3
2925	Q8IVH4	Homo sapiens	Metazoa	418	False	3
2926	Q5DTT2	Mus musculus	Metazoa	1024	False	3
2927	Q8K480	Mus musculus	Metazoa	584	True	3
2928	Q9ESM6	Mus musculus	Metazoa	539	True	3
2929	Q8RWN0	Arabidopsis thaliana	Viridiplantae	571	False	3
2930	O17670	Caenorhabditis elegans	Metazoa	503	False	3
2931	B1AL88	Homo sapiens	Metazoa	458	True	3
2932	Q8H0U4	Arabidopsis thaliana	Viridiplantae	891	False	3
2933	Q9UTK5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1727	False	3
2934	P17987	Homo sapiens	Metazoa	556	False	3
2935	Q9BS16	Homo sapiens	Metazoa	269	False	3
2936	Q8VEK3	Mus musculus	Metazoa	800	False	3
2937	Q10953	Caenorhabditis elegans	Metazoa	796	False	3
2938	Q13342	Homo sapiens	Metazoa	867	False	3
2939	Q9NZD8	Homo sapiens	Metazoa	308	False	3
2940	Q9UFW8	Homo sapiens	Metazoa	167	False	3
2941	Q91W39	Mus musculus	Metazoa	579	False	3
2942	O14161	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	293	False	3
2943	B3DH96	Danio rerio	Metazoa	325	True	3
2944	Q9P2H5	Homo sapiens	Metazoa	1018	False	3
2945	Q9H7T9	Homo sapiens	Metazoa	357	False	3
2946	Q08683	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	685	False	3
2947	P27889	Mus musculus	Metazoa	558	False	3
2948	Q8NFH3	Homo sapiens	Metazoa	380	False	3
2949	Q8VY74	Arabidopsis thaliana	Viridiplantae	333	False	3
2950	Q8RWD5	Arabidopsis thaliana	Viridiplantae	577	False	3
2951	Q9UM63	Homo sapiens	Metazoa	463	False	3
2952	B8BDQ4	Oryza sativa subsp. indica	Viridiplantae	696	False	3
2953	P53540	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	846	False	3
2954	Q03750	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	510	False	3
2955	Q9Y5L0	Homo sapiens	Metazoa	923	False	3
2956	P92966	Arabidopsis thaliana	Viridiplantae	356	False	3
2957	Q8IXW5	Homo sapiens	Metazoa	612	False	3
2958	O13702	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	450	False	3
2959	Q03615	Caenorhabditis elegans	Metazoa	305	False	3
2960	Q9Y2X0	Homo sapiens	Metazoa	877	False	3
2961	O59757	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1364	False	3
2962	Q9EQ61	Mus musculus	Metazoa	584	False	3
2963	Q08961	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	583	False	3
2964	Q5PP37	Arabidopsis thaliana	Viridiplantae	473	False	3
2965	Q5TYM5	Homo sapiens	Metazoa	149	False	3
2966	O74443	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	272	False	3
2967	P17540	Homo sapiens	Metazoa	419	False	3
2968	O94494	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	277	False	3
2969	Q10210	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	391	False	3
2970	P55212	Homo sapiens	Metazoa	293	False	3
2971	G5EDT1	Caenorhabditis elegans	Metazoa	961	False	3
2972	Q9P287	Homo sapiens	Metazoa	314	False	3
2973	Q8ND76	Homo sapiens	Metazoa	341	False	3
2974	Q9Y388	Homo sapiens	Metazoa	322	False	3
2975	O13838	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	371	False	3
2976	Q0ZLH2	Mus musculus	Metazoa	352	False	3
2977	Q8N6F7	Homo sapiens	Metazoa	178	False	3
2978	Q9HCC9	Homo sapiens	Metazoa	887	False	3
2979	P82412	Spinacia oleracea	Viridiplantae	179	False	3
2980	Q04370	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	399	True	3
2981	Q99JZ7	Mus musculus	Metazoa	461	False	3
2982	Q8LPS2	Arabidopsis thaliana	Viridiplantae	670	False	3
2983	Q5M775	Homo sapiens	Metazoa	1068	False	3
2984	Q92508	Homo sapiens	Metazoa	2521	True	3
2985	E9Q9M8	Mus musculus	Metazoa	600	False	3
2986	Q03071	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	99	False	3
2987	Q6PCP5	Mus musculus	Metazoa	291	False	3
2988	Q10167	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	73	False	3
2989	O43068	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	421	False	3
2990	Q8IXH6	Homo sapiens	Metazoa	220	False	3
2991	Q5VWG9	Homo sapiens	Metazoa	929	False	3
2992	Q9VGL8	Drosophila melanogaster	Metazoa	363	False	3
2993	Q5SWZ9	Mus musculus	Metazoa	221	True	3
2994	F4JW79	Arabidopsis thaliana	Viridiplantae	1493	False	3
2995	Q9VFW4	Drosophila melanogaster	Metazoa	251	False	3
2996	D4ACN8	Rattus norvegicus	Metazoa	147	True	3
2997	A0A120KVR8	Trypanosoma brucei brucei	other	1728	False	3
2998	Q1MTS0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	597	False	3
2999	Q15120	Homo sapiens	Metazoa	406	False	3
3000	P25582	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	841	False	3
3001	Q9HAW0	Homo sapiens	Metazoa	419	False	3
3002	Q14241	Homo sapiens	Metazoa	772	False	3
3003	Q2VUH8	Komagataella pastoris	Fungi	323	False	3
3004	O60566	Homo sapiens	Metazoa	1050	False	3
3005	Q6PB70	Mus musculus	Metazoa	1060	False	3
3006	P39522	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	585	False	3
3007	Q2MHN3	Mus musculus	Metazoa	2562	False	3
3008	P17883	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1432	False	3
3009	Q12354	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	227	False	3
3010	P70169	Mus musculus	Metazoa	412	False	3
3011	P08067	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	215	True	3
3012	P19824	Chlamydomonas reinhardtii	Viridiplantae	375	False	3
3013	O95433	Homo sapiens	Metazoa	338	False	3
3014	Q9UBF8	Homo sapiens	Metazoa	816	False	3
3015	Q10187	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	612	False	3
3016	Q96BR5	Homo sapiens	Metazoa	231	False	3
3017	P34341	Caenorhabditis elegans	Metazoa	821	False	3
3018	F4HRV8	Arabidopsis thaliana	Viridiplantae	596	False	3
3019	A2A288	Homo sapiens	Metazoa	527	False	3
3020	Q8IRB5	Drosophila melanogaster	Metazoa	1465	False	3
3021	O76064	Homo sapiens	Metazoa	485	False	3
3022	Q96BP2	Homo sapiens	Metazoa	118	False	3
3023	Q9HCJ1	Homo sapiens	Metazoa	492	True	3
3024	P58753	Homo sapiens	Metazoa	221	False	3
3025	Q5FW52	Mus musculus	Metazoa	967	False	3
3026	Q9P6M3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	210	False	3
3027	Q86X29	Homo sapiens	Metazoa	649	False	3
3028	O15554	Homo sapiens	Metazoa	427	True	3
3029	Q7TNT2	Mus musculus	Metazoa	515	False	3
3030	Q91X52	Mus musculus	Metazoa	244	False	3
3031	Q5H943	Homo sapiens	Metazoa	113	True	3
3032	Q8SX83	Drosophila melanogaster	Metazoa	5560	False	3
3033	Q02223	Homo sapiens	Metazoa	184	True	3
3034	Q8QFR4	Xenopus laevis	Metazoa	211	False	3
3035	F4HXY7	Arabidopsis thaliana	Viridiplantae	425	True	3
3036	P40024	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	610	False	3
3037	P07270	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	312	False	3
3038	Q92878	Homo sapiens	Metazoa	1312	False	3
3039	Q9VKB9	Drosophila melanogaster	Metazoa	1341	False	3
3040	Q9Y512	Homo sapiens	Metazoa	469	False	3
3041	Q93WX6	Arabidopsis thaliana	Viridiplantae	463	False	3
3042	P47116	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	818	False	3
3043	Q07243	Mus musculus	Metazoa	675	False	3
3044	P24349	Caenorhabditis elegans	Metazoa	1201	False	3
3045	A0A1W2P872	Mus musculus	Metazoa	492	False	3
3046	A1A519	Homo sapiens	Metazoa	330	False	3
3047	A2AMT1	Mus musculus	Metazoa	669	False	3
3048	Q12150	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2958	True	3
3049	Q7L8L6	Homo sapiens	Metazoa	764	False	3
3050	Q9SG11	Arabidopsis thaliana	Viridiplantae	352	False	3
3051	Q8N328	Homo sapiens	Metazoa	593	False	3
3052	Q336N8	Oryza sativa subsp. japonica	Viridiplantae	858	False	3
3053	Q91YI1	Mus musculus	Metazoa	516	False	3
3054	O42958	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	754	False	3
3055	P49335	Homo sapiens	Metazoa	361	False	3
3056	P21657	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	970	False	3
3057	P09597	Spinacia oleracea	Viridiplantae	134	False	3
3058	Q6K271	Oryza sativa subsp. japonica	Viridiplantae	738	False	3
3059	Q6UB28	Homo sapiens	Metazoa	335	False	3
3060	Q9DBL9	Mus musculus	Metazoa	351	False	3
3061	O74365	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	865	False	3
3062	Q12349	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	124	False	3
3063	Q99LD8	Mus musculus	Metazoa	285	False	3
3064	O61707	Caenorhabditis elegans	Metazoa	523	False	3
3065	Q8IWL8	Homo sapiens	Metazoa	128	False	3
3066	P32453	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	318	False	3
3067	P70670	Mus musculus	Metazoa	2187	False	3
3068	Q9BWF2	Homo sapiens	Metazoa	469	False	3
3069	Q9M1I7	Arabidopsis thaliana	Viridiplantae	467	False	3
3070	Q40089	Ipomoea batatas	Viridiplantae	200	False	3
3071	Q9QZQ8	Mus musculus	Metazoa	369	False	3
3072	Q9ER97	Mus musculus	Metazoa	151	False	3
3073	P52172	Drosophila melanogaster	Metazoa	1264	False	3
3074	Q12285	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	212	False	3
3075	P19440	Homo sapiens	Metazoa	569	True	3
3076	Q59H18	Homo sapiens	Metazoa	835	False	3
3077	Q9SM57	Pisum sativum	Viridiplantae	177	True	3
3078	P03911	Mus musculus	Metazoa	459	True	3
3079	Q9BTL3	Homo sapiens	Metazoa	118	False	3
3080	Q09967	Caenorhabditis elegans	Metazoa	551	True	3
3081	Q9SFU0	Arabidopsis thaliana	Viridiplantae	1038	False	3
3082	Q8BMA5	Mus musculus	Metazoa	1420	False	3
3083	Q9NX46	Homo sapiens	Metazoa	363	False	3
3084	Q9UJU6	Homo sapiens	Metazoa	430	False	3
3085	P30542	Homo sapiens	Metazoa	326	True	3
3086	P40498	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	721	False	3
3087	Q8SAB7	Arabidopsis thaliana	Viridiplantae	1830	False	3
3088	Q9LFP6	Arabidopsis thaliana	Viridiplantae	367	True	3
3089	Q8TEB9	Homo sapiens	Metazoa	315	True	3
3090	Q9FN52	Arabidopsis thaliana	Viridiplantae	503	False	3
3091	P06526	Bos taurus	Metazoa	509	False	3
3092	Q04013	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	314	True	3
3093	P40466	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	484	False	3
3094	Q7S2H6	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	310	False	3
3095	Q5Z807	Oryza sativa subsp. japonica	Viridiplantae	390	False	3
3096	Q9P7N4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	315	False	3
3097	Q59UY7	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	917	False	3
3098	Q8IS16	Dictyostelium discoideum	other	604	False	3
3099	Q6NXG1	Homo sapiens	Metazoa	681	False	3
3100	Q58A45	Homo sapiens	Metazoa	887	False	3
3101	Q4VC33	Mus musculus	Metazoa	396	False	3
3102	O35465	Mus musculus	Metazoa	402	False	3
3103	Q34807	Wickerhamomyces canadensis	Fungi	231	False	3
3104	Q3LHL9	Drosophila melanogaster	Metazoa	1658	False	3
3105	Q9UTQ4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	244	False	3
3106	P39678	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	833	False	3
3107	A2ALU4	Mus musculus	Metazoa	1481	False	3
3108	Q811A2	Rattus norvegicus	Metazoa	172	True	3
3109	Q965W2	Caenorhabditis elegans	Metazoa	407	False	3
3110	A0A0N7KIY3	Oryza sativa subsp. japonica	Viridiplantae	352	False	3
3111	Q9H7L9	Homo sapiens	Metazoa	328	False	3
3112	Q9SNB7	Arabidopsis thaliana	Viridiplantae	665	False	3
3113	Q08874	Mus musculus	Metazoa	526	False	3
3114	P06391	Nicotiana tabacum	Viridiplantae	93	False	3
3115	P97460	Mus musculus	Metazoa	816	False	3
3116	Q8TAT5	Homo sapiens	Metazoa	605	False	3
3117	Q02775	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	382	False	3
3118	P47149	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	201	False	3
3119	Q94ID2	Arabidopsis thaliana	Viridiplantae	330	False	3
3120	O14776	Homo sapiens	Metazoa	1098	False	3
3121	P80147	Sus scrofa	Metazoa	500	False	3
3122	P04921	Homo sapiens	Metazoa	128	True	3
