	ID	Taxa	Kingdom	Seq_Length	Site	Group
4356	P43124	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	402	False	4
4357	Q84LK0	Arabidopsis thaliana	Viridiplantae	1118	False	4
4358	P32445	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	135	False	4
4359	Q9LMR3	Arabidopsis thaliana	Viridiplantae	358	False	4
4360	P70669	Mus musculus	Metazoa	749	True	4
4361	Q05050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	843	False	4
4362	P08433	Scyliorhinus canicula	Metazoa	51	False	4
4363	P56282	Homo sapiens	Metazoa	527	False	4
4364	P93045	Arabidopsis thaliana	Viridiplantae	240	False	4
4365	P54622	Drosophila melanogaster	Metazoa	146	False	4
4366	O46101	Drosophila melanogaster	Metazoa	244	True	4
4367	P54790	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	616	False	4
4368	P38828	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	187	False	4
4369	Q86YT5	Homo sapiens	Metazoa	568	True	4
4370	P0DXC1	Homo sapiens	Metazoa	130	False	4
4371	Q7SAJ1	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	236	False	4
4372	Q9H2S6	Homo sapiens	Metazoa	317	True	4
4373	O94279	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	172	False	4
4374	Q0WPZ7	Arabidopsis thaliana	Viridiplantae	611	False	4
4375	Q6P2C8	Homo sapiens	Metazoa	311	False	4
4376	Q9VLD6	Drosophila melanogaster	Metazoa	315	False	4
4377	Q42545	Arabidopsis thaliana	Viridiplantae	433	False	4
4378	Q9GZZ1	Homo sapiens	Metazoa	169	False	4
4379	Q8IY42	Homo sapiens	Metazoa	314	False	4
4380	P43619	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295	False	4
4381	P70399	Mus musculus	Metazoa	1969	False	4
4382	P39001	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	836	False	4
4383	P70278	Mus musculus	Metazoa	393	False	4
4384	P40060	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	125	False	4
4385	Q9HB07	Homo sapiens	Metazoa	376	False	4
4386	Q95ZL9	Caenorhabditis elegans	Metazoa	152	False	4
4387	Q96D46	Homo sapiens	Metazoa	503	False	4
4388	P63002	Mus musculus	Metazoa	197	False	4
4389	Q8VYJ1	Arabidopsis thaliana	Viridiplantae	560	True	4
4390	Q9FNQ0	Arabidopsis thaliana	Viridiplantae	625	False	4
4391	Q9Y2G2	Homo sapiens	Metazoa	537	False	4
4392	Q8BJQ4	Mus musculus	Metazoa	232	False	4
4393	Q9LS24	Arabidopsis thaliana	Viridiplantae	292	False	4
4394	Q6EPZ0	Oryza sativa subsp. japonica	Viridiplantae	318	False	4
4395	Q02932	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1032	False	4
4396	Q2HXU8	Homo sapiens	Metazoa	276	True	4
4397	Q9NH52	Caenorhabditis elegans	Metazoa	898	False	4
4398	O43137	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	85	False	4
4399	Q9SN74	Arabidopsis thaliana	Viridiplantae	240	False	4
4400	O75508	Homo sapiens	Metazoa	207	True	4
4401	P53835	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	661	True	4
4402	B2RUZ4	Homo sapiens	Metazoa	78	True	4
4403	Q93V85	Arabidopsis thaliana	Viridiplantae	417	False	4
4404	Q6ZSS7	Homo sapiens	Metazoa	791	True	4
4405	Q9UNA4	Homo sapiens	Metazoa	740	False	4
4406	P42116	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	186	True	4
4407	O08586	Mus musculus	Metazoa	403	False	4
4408	Q96B77	Homo sapiens	Metazoa	213	True	4
4409	Q91VJ5	Mus musculus	Metazoa	263	False	4
4410	Q39055	Arabidopsis thaliana	Viridiplantae	390	False	4
4411	Q27403	Drosophila melanogaster	Metazoa	504	False	4
4412	Q94JV5	Arabidopsis thaliana	Viridiplantae	307	False	4
4413	P39717	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	880	False	4
4414	P99028	Mus musculus	Metazoa	89	False	4
4415	Q9Z0D9	Mus musculus	Metazoa	354	True	4
4416	Q9SKZ5	Arabidopsis thaliana	Viridiplantae	560	False	4
4417	P22907	Mus musculus	Metazoa	361	False	4
4418	Q7KWJ5	Plasmodium falciparum (isolate 3D7)	other	504	True	4
4419	Q9BYE2	Homo sapiens	Metazoa	586	False	4
4420	A0A143ZXM2	Plasmodium falciparum (isolate 3D7)	other	2074	False	4
4421	P18886	Rattus norvegicus	Metazoa	658	False	4
4422	Q15843	Homo sapiens	Metazoa	81	False	4
4423	Q7YZH1	Drosophila melanogaster	Metazoa	3241	False	4
4424	P36064	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111	False	4
4425	Q8VZA0	Arabidopsis thaliana	Viridiplantae	936	False	4
4426	P46983	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293	False	4
4427	Q2YDI5	Bos taurus	Metazoa	212	False	4
4428	Q96L50	Homo sapiens	Metazoa	414	False	4
4429	Q8VDP4	Mus musculus	Metazoa	922	False	4
4430	Q9LXR9	Arabidopsis thaliana	Viridiplantae	348	False	4
4431	Q5KMX8	Cryptococcus deneoformans (strain JEC21 / ATCC MYA-565)	Fungi	783	False	4
4432	Q8BMB0	Mus musculus	Metazoa	1264	False	4
4433	P63036	Rattus norvegicus	Metazoa	397	False	4
4434	P53692	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1140	False	4
4435	Q80SU7	Mus musculus	Metazoa	2427	False	4
4436	P17898	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	393	True	4
4437	O94522	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	390	False	4
4438	Q07307	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	574	True	4
4439	Q8VCM2	Mus musculus	Metazoa	349	False	4
4440	Q6FN94	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138)	Fungi	499	False	4
4441	P30793	Homo sapiens	Metazoa	250	False	4
4442	Q9FN03	Arabidopsis thaliana	Viridiplantae	440	False	4
4443	A6NC51	Homo sapiens	Metazoa	233	True	4
4444	O43044	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1136	False	4
4445	Q84VX3	Arabidopsis thaliana	Viridiplantae	626	False	4
4446	Q8LPR8	Arabidopsis thaliana	Viridiplantae	871	False	4
4447	Q921G6	Mus musculus	Metazoa	680	False	4
4448	O08573	Mus musculus	Metazoa	353	False	4
4449	P12954	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1174	False	4
4450	Q09842	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	407	False	4
4451	Q9ZWA1	Arabidopsis thaliana	Viridiplantae	393	False	4
4452	Q9ESJ1	Mus musculus	Metazoa	568	False	4
4453	P13621	Bos taurus	Metazoa	213	False	4
4454	Q10585	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	124	False	4
4455	Q9ASP6	Arabidopsis thaliana	Viridiplantae	495	False	4
4456	Q92766	Homo sapiens	Metazoa	1687	False	4
4457	P09364	Sinapis alba	Viridiplantae	502	False	4
4458	Q2MH31	Mus musculus	Metazoa	260	False	4
4459	Q9I7K0	Drosophila melanogaster	Metazoa	208	False	4
4460	Q9USJ8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	218	False	4
4461	P29144	Homo sapiens	Metazoa	1249	False	4
4462	P53062	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	197	True	4
4463	S8F527	Toxoplasma gondii (strain ATCC 50611 / Me49)	other	1283	False	4
4464	P21981	Mus musculus	Metazoa	686	False	4
4465	P32521	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1480	False	4
4466	Q9H6E5	Homo sapiens	Metazoa	874	False	4
4467	Q149B8	Mus musculus	Metazoa	807	False	4
4468	Q07807	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	879	False	4
4469	P46963	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	296	False	4
4470	O15091	Homo sapiens	Metazoa	583	False	4
4471	Q96A72	Homo sapiens	Metazoa	148	False	4
4472	P46673	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	744	False	4
4473	Q7ZW57	Xenopus laevis	Metazoa	334	False	4
4474	Q8CG64	Mus musculus	Metazoa	494	True	4
4475	G5EEV2	Caenorhabditis elegans	Metazoa	4062	False	4
4476	P53170	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	491	False	4
4477	P82139	Spinacia oleracea	Viridiplantae	232	False	4
4478	O74740	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	797	False	4
4479	O22806	Arabidopsis thaliana	Viridiplantae	395	False	4
4480	Q01560	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414	False	4
